Roslyn,NY,2928,1752.3,2.36,26.4
Mount Gilead,OH,2927,333.7,3.13,34.9
Homedale,ID,2926,800.1,2.87,35.3
Richmond,UT,2926,324.9,2.37,26.8
Clever,MO,2926,752.6,3.22,34.6
Delavan Lake,WI,2926,268.7,2.58,38.5
Shallowater,TX,2926,779.5,2.97,34.5
Lake City,PA,2925,628.4,2.59,38.9
Jones,OK,2925,82.6,2.31,39.5
Medina,WA,2923,786.3,2.4,46.8
Mohnton,PA,2923,1477.5,2.62,33.7
Ajo,AZ,2922,33.9,2.76,48.8
Columbus,KS,2922,463.7,2.38,33.3
Sewanee,TN,2922,290.3,3.87,33.8
Troy,NC,2921,308.2,2.72,29.9
Pine Ridge,SD,2921,398.9,2.23,40.4
Citrus City,TX,2920,543.2,2.39,38.5
Philippi,WV,2920,398.5,3.45,33.6
Gramercy,LA,2920,560.2,2.36,31.4
Portageville,MO,2918,552.2,2.27,33.1
Mamou,LA,2918,799.4,2.29,33.6
Platteville,CO,2917,360.7,4.58,30.8
Winchester,CA,2917,140.4,2.74,35.7
Turley,OK,2917,310.6,2.67,33.7
Lake City,GA,2916,605.9,2.51,31.6
Lake Orion,MI,2915,1421.3,2.65,31.5
Lucedale,MS,2914,176,2.57,30.3
River Bend,NC,2914,447.7,2.95,34.9
Cumberland Center,ME,2913,265.8,2.59,34.8
Dogtown,CA,2912,86.7,2.48,29.9
Riverview,MO,2912,1354.5,2.41,39.9
Akron,NY,2911,558.8,2.69,33.6
Hopelawn,NJ,2910,2571.4,2.32,36.2
Meadow Oaks,FL,2909,769.5,2.59,43.3
Greenfield,MN,2909,55.1,2.3,40.8
Westminster,LA,2907,1094.5,2.51,37.8
Selbyville,DE,2907,312.8,2.76,40.3
Swift Trail Junction,AZ,2907,304.7,3.62,36.5
Norwood,NC,2906,247.3,2.45,33.6
Beechwood Trails,OH,2905,315.3,2.61,34.9
Soperton,GA,2905,254.8,3.13,33.1
Coalfield,TN,2905,45.4,2.39,41.6
Winner,SD,2905,489.4,3.9,30.7
Homestead,PA,2905,1947,3.18,34.2
Marion,KY,2905,308.6,2.65,32.8
Woodlynne,NJ,2904,4914.8,2.47,30.9
Grottoes,VA,2904,549.9,3.05,37.2
Seven Fields,PA,2903,1392.9,2.42,37.2
Monte Grande,PR,2902,784.3,2.56,35.7
Culloden,WV,2902,284.9,2.44,32.6
Lawai,HI,2902,276.1,2.12,34.1
Frisco,CO,2900,670.4,3.51,32.9
Wendell,ID,2900,796.1,2.78,32.1
Jay,OK,2900,336,2.39,31.4
New Orleans Station,LA,2900,215.4,3.04,31.8
Baiting Hollow,NY,2899,214.8,2.59,32.9
McChord AFB,WA,2899,190.5,3.03,34.3
Loudonville,OH,2898,411.1,2.88,35.2
Hamilton,TX,2898,322.8,3.93,34.2
Nixon,TX,2898,715.9,2.69,26.3
Chester Heights,PA,2897,505.3,2.81,31.8
Gosnell,AR,2896,692.5,2.23,40.4
Calera,OK,2896,211.1,2.16,35
Brandenburg,KY,2896,273,3.55,34.3
Kurtistown,HI,2896,156.3,2.55,42.5
Lake Arrowhead,ME,2896,214.5,2.63,37.8
Haw River,NC,2894,386.3,2.62,33.6
Bridgetown,MS,2893,515,2.8,38
Taylor,AL,2891,154.3,2.15,33.8
Indian Hills,KY,2891,563.2,2.71,43.7
Eutaw,AL,2890,93.5,2.74,35.7
Aspinwall,PA,2890,2602.6,2.06,31.5
Waverly,VA,2890,361.7,2.79,37
Fayetteville,WV,2890,196,2.45,36.4
East Dublin,GA,2889,264.4,3.31,29.3
Harbor Bluffs,FL,2889,1610.7,2.18,30.7
Carrizales,PR,2889,1972.5,2.69,42.1
West Monroe,MI,2888,891.3,2.64,31.3
Buena Vista,CO,2887,320.7,2.29,33.6
Emajagua,PR,2887,1311.2,2.11,38
Chandler,OK,2886,116.1,2.72,31.1
Cordaville,MA,2884,613.2,2.52,36.3
Providence,KY,2883,184.7,3.93,34.2
Womelsdorf,PA,2883,1284.7,3.12,38.3
Elgin,SC,2882,229,2.42,38.8
Vails Gate,NY,2881,1078.7,3.05,37.2
Lula,GA,2880,257.7,2.18,38.2
Wales,WI,2880,344.8,2.18,41.5
Skidway Lake,MI,2880,98.5,3.44,31.3
Madison,WV,2880,158.7,3.28,23.6
Poteet,TX,2879,641.6,2.46,41.4
Stamford,TX,2879,186.5,2.4,46.8
Jayuya,PR,2879,2299,2.2,36.6
Brighton,TN,2878,366,2.13,40.3
Williston,SC,2877,124.1,3.75,32.6
South Rosemary,NC,2877,181.5,2.45,43.2
Pearisburg,VA,2876,347.8,3.12,30
Onawa,IA,2876,210.8,2.73,37.1
Victor,ID,2876,419.8,3.01,36.7
Gibsonia,PA,2876,288.7,3.18,33.1
Brazoria,TX,2875,419.7,2.4,36.6
New Hope,AL,2875,128.2,2.65,31.5
La Salle,CO,2874,1133.2,3.52,31
Keokea,HI,2872,60.4,2.71,42.3
La Villa,TX,2872,1859.3,2.48,36.1
High Bridge,WA,2871,159,3.11,32.6
Littleton Common,MA,2870,313.1,2.64,29.7
Clarksville,TX,2868,364.9,2.78,32
Mountain View,AR,2868,151.8,2.95,31.5
Fairfield,TX,2867,202.8,2.81,37.3
Valley Green,PA,2867,792.1,2.52,36.3
Lake Belvedere Estates,FL,2867,2428.8,2.72,40.8
Rogers City,MI,2866,244,2.4,47
Atkins,AR,2865,180.5,2.91,42.1
Glenrock,WY,2863,479.9,3.15,34.5
Lindsay,OK,2863,477.3,2.57,30.3
Mountain Iron,MN,2862,16.2,2.65,38.6
Hackberry,TX,2862,1627.6,2.64,39.9
Diamond,IL,2861,581.5,2.78,43.4
La Dolores,PR,2861,1674.8,3.03,37.2
Freemansburg,PA,2861,1583.8,3.41,36.6
Haverhill,FL,2859,1746.2,2.08,32.7
Bakerstown,PA,2859,454.7,3.46,38.5
Bonny Doon,CA,2858,66.6,3.46,30.8
George West,TX,2858,569.4,2.25,38
Wimberley,TX,2858,123.2,2.4,36.3
Libby,MT,2857,598.8,2.93,38.8
Dakota City,NE,2857,765.8,2.61,38.1
Braddock Heights,MD,2857,206.7,2.72,31.1
Old Hill,CT,2856,510.9,2.66,41.2
Hillsville,VA,2856,113.2,2.63,36.8
El Paso,IL,2855,513.9,2.72,38.2
Osage City,KS,2854,350,2.48,34.8
Albany,IN,2854,556.2,3.7,40.4
Mount Morris,IL,2853,706.2,2.78,31.6
Anahola,HI,2853,299,2.54,33.6
Bayfield,CO,2853,668.1,2.95,31.5
Sonora,TX,2852,494.6,3.83,30.1
Bushnell,IL,2850,519.7,3.55,34.3
Ford City,PA,2850,1707.1,2.61,38.1
Zellwood,FL,2850,292.5,3.62,36.5
Colwyn,PA,2849,5315.3,2.53,42.7
Juniper Canyon,OR,2849,11.7,2.72,38.2
Wrightsville Beach,NC,2848,788.5,2.51,37.8
Sutter,CA,2848,363.5,2.36,25.5
Norco,LA,2848,318.8,2.42,41.8
Pima,AZ,2847,150.7,2.72,36.9
Arcadia,SC,2846,560.5,3.25,35.3
Springfield,KY,2846,267.1,2.21,35.6
Moorefield,WV,2846,412.1,2.39,36
New Bremen,OH,2846,469.7,2.82,34.2
Weed,CA,2845,228,2.6,38.1
Eatonville,WA,2845,601.6,2.7,38.8
Graymoor-Devondale,KY,2845,1489.9,2.21,33.1
Cherryvale,SC,2843,606.9,3.13,35.4
Mars Hill,NC,2843,521.9,2.83,37.8
Fords Prairie,WA,2842,294.5,2.37,38.3
Croom,MD,2842,32.1,2.35,27.4
Ithaca,MI,2840,191.6,2.96,34.6
Voorheesville,NY,2840,512.7,2.86,38.3
Taft,TX,2838,656.5,2.38,35.3
Manistique,MI,2838,341.4,3.62,36.5
Saylorville,IA,2837,161.4,2.46,41.4
Warren AFB,WY,2836,233.8,2.38,45.9
Lake Helen,FL,2836,240.4,2.66,39.6
Albion,IN,2835,573.7,2.85,40.6
Park View,IA,2835,741.6,2.89,39.9
Stockton University,NJ,2834,993.5,2.81,31.8
Quarryville,PA,2833,847.1,2.44,30.7
K. I. Sawyer,MI,2833,639.1,2.29,37.7
Norway,MI,2832,115.5,2.71,33.4
Caledonia,MN,2832,387.1,2.58,35.7
Mondovi,WI,2832,280.6,2.45,34.7
Pembroke,NC,2832,344,3.25,35.3
Dodge Center,MN,2831,453.2,2.9,39.4
New Palestine,IN,2831,551.9,2.4,35
Inwood,WV,2831,383,2.56,34.6
Lakeside Park,KY,2830,1394.1,3.01,40.2
Sibley,IA,2830,611.9,2.19,34.4
Statham,GA,2829,274.8,2.34,35.1
East Norwich,NY,2829,1038.2,4.57,30.2
Edneyville,NC,2829,101.7,2.22,38.8
Wilburton,OK,2828,351.3,2.47,30.9
Huntingtown,MD,2827,135.2,2.36,36.6
Fiskdale,MA,2827,344.5,2.46,32.8
Almont,MI,2826,811.7,2.69,41.4
Lake Success,NY,2825,589.4,2.57,34.3
Clayton,NM,2825,140.4,2.64,36.1
Big Sky,MT,2825,9.1,2.28,45.1
Bellows Falls,VT,2824,802.4,2.59,34.8
Greenville,DE,2824,390,4.08,30.1
Donalsonville,GA,2824,274.6,2.64,39.9
Crownpoint,NM,2823,16.1,2.69,41.4
Ross,OH,2823,348.6,3.27,33.3
Petersburg,WV,2822,674.1,3.34,34.2
St. Helen,MI,2822,190.2,2.33,38.6
Davis,OK,2821,117.6,2.4,26.2
South Hutchinson,KS,2820,383,2.38,33.3
Marietta,OK,2820,421.6,2.41,44.1
Barranquitas,PR,2820,1421.9,2.52,31.2
Kewaunee,WI,2819,308.2,2.4,35.4
Uvalde Estates,TX,2819,183.9,2.42,32.8
Bicknell,IN,2818,804.2,2.41,35.4
Sage,CA,2818,15.9,2.54,38
Federalsburg,MD,2818,563.7,2.6,30.2
Emmitsburg,MD,2818,672.9,2.4,26.2
Montgomery City,MO,2817,322.2,3.11,36.1
West Brattleboro,VT,2817,665.1,3.03,34.3
White Mountain Lake,AZ,2817,45.2,,70.5
North Pole,AK,2816,266.2,3.81,30.7
Fairfield Harbour,NC,2816,377.7,2.85,45
Moline Acres,MO,2815,1897.5,3.05,37.2
Cape May,NJ,2815,439.5,2.35,47.9
Fairfax,IA,2814,342.8,2.65,38.6
Rancho Viejo,TX,2814,529.5,2.37,26.8
Bath,PA,2814,1203.7,2.79,37
Poplarville,MS,2814,200.9,2.89,34.1
Delta,OH,2813,344.3,2.49,37.8
Marengo,IA,2812,513.3,2.51,37.8
Sharpes,FL,2812,452.1,3.32,34.6
Chappaqua,NY,2812,1198.4,4.58,30.8
Follansbee,WV,2812,589.1,2.91,35.6
Shady Shores,TX,2811,335.1,2.97,35.7
Quail Ridge,FL,2811,281.1,2.15,33.8
Lena,IL,2811,409.4,2.18,38.2
Towanda,PA,2811,955.1,2.65,32.8
Premont,TX,2810,640.4,2.86,34.1
Burley,WA,2808,228.2,2.48,35.5
Hartley,CA,2807,167.4,3.42,35.5
Longtown,OK,2807,41.5,2.22,37.5
La Paloma,TX,2806,503,2.73,40.6
Narragansett Pier,RI,2805,303.6,2.68,42.1
Beechwood,MI,2803,597.4,3.11,38.5
Reed Creek,GA,2803,45.4,3.26,26.1
Manchester,PA,2802,1398.9,2.64,36.1
Cottonwood,CA,2802,2753.7,2.34,34.4
Naples,UT,2801,163.8,2.7,35.4
Holly Hills,CO,2801,1863.2,2.69,42.1
Verona,MS,2800,294.4,2.41,44.1
Owensville,MO,2800,416.3,2.62,35.7
Clarion,IA,2799,321.7,2.5,40.4
Colfax,WA,2799,286.5,2.4,35.4
Kingston Springs,TN,2798,107.5,2.68,32.5
Goldstream,AK,2798,12.6,2.46,38.3
West Simsbury,CT,2796,233.1,3.83,31.6
Newmanstown,PA,2796,495.4,2.39,41.6
Albany,MN,2795,496.4,2.38,42.8
Paramount-Long Meadow,MD,2795,494.6,2.22,47.3
McLeansboro,IL,2794,393.1,2.86,33.8
Knob Noster,MO,2793,374.3,2.16,35
Harveys Lake,PA,2793,199.9,2.42,32.8
Munsey Park,NY,2792,2088.7,3.24,29.5
Hamburg,AR,2792,313.8,2.5,31.4
Turner,OR,2792,752.3,2.19,33.5
Grundy Center,IA,2792,419.5,3.48,30.6
Cutchogue,NY,2792,110.3,3.04,37.2
Bon Secour,AL,2791,249.4,3.32,34.6
Fayette,MO,2790,485.8,2.47,34.2
Arcanum,OH,2790,846.9,2.34,34.4
Tainter Lake,WI,2789,58.1,2.74,34
Weedpatch,CA,2788,302.6,2.41,34
Spring Lake,NJ,2788,807.9,2.18,38.1
Seymour,TX,2786,368,3.62,36.5
Irvine,KY,2785,737.5,2.46,35.6
Ferris,TX,2785,232,2.45,36.4
Osceola,WI,2785,264.4,3.14,32.7
North Yelm,WA,2785,325.3,2.85,35.4
Licking,MO,2784,504.5,2.55,23.9
Madrid,IA,2784,878,2.81,37.3
West Grove,PA,2784,1651.4,2.74,34
Savanna,IL,2783,410.7,2.32,36.2
Lagrange,IN,2783,601.8,2.49,40.3
Eddyville,KY,2783,155.8,2.85,45
Centreville,AL,2782,113.7,2.68,36.8
Philipsburg,PA,2782,1232.3,2.58,34.1
Lake Cassidy,WA,2782,101.4,3.19,32.3
Pennington,NJ,2780,1117,2.23,30.7
Burlington,OH,2780,770.2,2.92,31.2
New Tazewell,TN,2780,211.8,2.29,36.1
Union,MS,2780,313.3,2.18,37.9
Greensboro,MD,2780,999.2,2.62,33.6
Hurlburt Field,FL,2780,106.4,2.34,36.6
Lincoln Beach,OR,2779,332,3.12,30
Carthage,NC,2779,161,2.56,33.7
One Loudoun,VA,2779,1693.4,2.97,34.5
Walworth,WI,2778,624.4,2.78,36.9
Sleepy Hollow,CA,2778,361.7,2.54,31.7
Eufaula,OK,2776,162.6,2.67,36.7
Pemberton Heights,NJ,2776,1106.9,2.7,42.4
Choccolocco,AL,2776,92,2.47,34.2
Mangum,OK,2775,636.5,2.7,38.8
Jacksboro,TN,2775,415.1,3.06,37.1
Honeoye Falls,NY,2774,421.2,3,45.5
Summit,MS,2774,464.2,2.91,36.7
Barnesville,MN,2773,505,2.68,32.5
Milton,WV,2773,543.9,2.33,34.9
Rossmoor,NJ,2772,1586.7,2.31,35.3
Pine Lawn,MO,2772,1728.6,3.52,29.4
Inverness,CO,2772,947.5,2.51,34.7
Seagraves,TX,2772,736.6,2.77,36
Weimar,TX,2771,462.8,3.11,36.1
Keego Harbor,MI,2771,2159.3,2.52,22.9
Cokato,MN,2771,688.1,3.24,29.5
Maugansville,MD,2770,436.9,2.64,31.3
Heritage Lake,IN,2770,355,2.35,27.4
Marietta,PA,2769,1431.5,2.72,38.4
Hallam,PA,2769,1604.1,2.29,36.1
New Cordell,OK,2769,475.4,2.65,38.6
Wernersville,PA,2768,1421.7,3.2,33.2
Seward,AK,2768,76.6,2.24,36
Rothsville,PA,2767,433.5,2.39,36
Filer,ID,2766,1024.2,2.57,29.3
Stepping Stone,CO,2766,1451.2,2.44,28.8
Polk City,FL,2766,237.1,2.72,35.7
White River Junction,VT,2766,457.1,2.16,23
Plainsboro Center,NJ,2766,1453,2.32,33.4
Windsor,VA,2765,266.1,2.13,32.9
St. Clair,PA,2765,865.8,3.18,34.5
Galena,KS,2764,231.8,2.45,34.7
Lodi,OH,2764,474,2.74,35.7
Honaunau-Napoopoo,HI,2764,28.1,2.82,30.7
Riverton,NJ,2764,1612.6,2.76,40.3
Dayton,WA,2763,740.5,3.22,32.2
Lockport,LA,2761,941.1,2.64,45.2
New Madrid,MO,2761,236.8,2.73,40.6
Bonifay,FL,2760,226.6,2.97,33
McCormick,SC,2760,263,2.64,39.3
Centerville,IN,2760,302.9,2.4,46.8
Erwinville,LA,2759,111.9,2.61,29.2
Morton,PA,2759,2170.6,3,33.9
Eglin AFB,FL,2759,351.9,2.72,38.4
Kulpmont,PA,2758,1110.5,2.55,29.4
Chatfield,MN,2758,411.2,2.89,41
Rising Sun,MD,2756,648.9,2.61,35.4
Riverdale,CA,2756,271.1,2.68,32.5
Evansville,WY,2755,270.8,2.45,33.6
Lincoln,AR,2754,371,2.57,36.3
Edcouch,TX,2754,1027.8,2.53,27.4
Middlefield,OH,2754,314.7,2.56,32.1
Olga,FL,2753,252.2,3.24,29.5
Springfield,GA,2753,326.8,2.5,40.4
Abbeville,GA,2752,347.6,2.46,35.1
Monterey,TN,2751,350.8,2.39,36
North Crossett,AR,2751,101.8,2.42,33.1
Villalba,PR,2751,818.7,3.18,34.5
Capitanejo,PR,2751,1126.1,2.77,39.7
Thomaston,NY,2750,2630.4,2.73,33.7
North Kingsville,OH,2749,119.9,2.49,37.2
Ridgeway,AK,2749,63.2,2.39,31.4
Stroud,OK,2748,91.2,2.24,33.8
Pleasant Valley,MO,2748,845.3,2.86,33.8
Santa Claus,IN,2746,164.7,2.72,29.9
Iona,ID,2746,912.1,3.61,33.8
Eagle Point,AL,2746,479.8,2.7,41.2
Fennimore,WI,2746,612.7,3.04,33.3
Butler,IN,2746,537,2.87,41.3
South Nyack,NY,2745,1759.1,2.27,41.6
Keasbey,NJ,2745,726.1,2.5,32.8
Fayetteville,PA,2745,324.7,2.72,40.8
De Leon Springs,FL,2745,393.2,2.89,41
Goldsby,OK,2744,40.4,2.7,35.8
University Park,NM,2744,690.4,2.59,31
Hillsboro,KS,2744,434.2,2.88,35.2
Brogden,NC,2744,478.1,2.16,23
Aromas,CA,2744,223.7,3.04,33.3
Panhandle,TX,2743,498.6,2.69,26.3
Warsaw,NC,2743,329.3,2.98,37.7
Hamilton,IL,2743,297.4,2.92,31.2
Belmont,PA,2743,603.4,2.97,33
Jefferson,MD,2742,380,3.67,26.9
Santa Rosa,NM,2741,211.7,2.69,41.4
Pepperdine University,CA,2741,1966.3,2.59,38.9
Paden City,WV,2740,1250.7,2.36,31.4
Piedmont,MO,2739,496.3,2.39,35.2
Hawthorne,NV,2739,601.2,3.13,34.9
Homer,LA,2739,227.3,2.89,34.4
Denver,NC,2739,178.4,,41.4
Romoland,CA,2738,397.3,2.23,30.7
Tipton,MO,2738,505.5,2.36,37
Imperial,PA,2736,333,3.32,36.8
Burns,OR,2735,297.4,2.08,32.8
Morgantown,KY,2734,317.3,2.52,33.4
Lineville,AL,2733,109.1,3.19,32.3
Canton,MO,2733,461.8,3.03,37.2
New Richmond,OH,2733,298.8,2.65,35.5
West Dennis,MA,2732,323.4,3.01,36.7
Roseau,MN,2731,394.5,2.22,37.5
Forsyth,MO,2731,313.3,2.61,36
Lake Heritage,PA,2731,568.8,2.97,35.7
Angwin,CA,2731,218.4,2.61,34.9
Highlands,CA,2730,810.7,3.56,30.4
Norton,KS,2729,552.1,3.17,30.8
Balcones Heights,TX,2729,1609.8,2.85,35.5
Hallettsville,TX,2729,385.3,2.66,32.6
Lake Kiowa,TX,2728,352.8,2.52,41.4
Luverne,AL,2728,67.3,3.13,34.9
Refugio,TX,2728,669.5,2.32,28
Townsend,DE,2728,993.3,2.38,45.9
North Seekonk,MA,2726,752.3,2.57,29.3
Pageland,SC,2726,216.7,2.58,34.1
Arcola,IL,2726,520.3,2.39,38.5
Essex Village,CT,2725,273.9,2.41,34.5
Arcadia,LA,2725,288.6,3.97,32.5
Heyworth,IL,2725,316.4,2.49,35.6
Hampton,SC,2725,233.2,2.55,35
The Plains,OH,2724,461.3,3.09,39.1
Whetstone,AZ,2724,11.2,2.39,37.3
Mohave Valley,AZ,2724,75,2.55,36.8
Hypoluxo,FL,2723,1853.3,2.73,42.4
Venetian Village,IL,2723,592.7,3.81,30.7
Pajaro,CA,2723,1131.6,2.54,33.6
Thermopolis,WY,2722,440.3,2.4,38
Bayview,CA,2719,1425,2.72,37.7
Merrimac,VA,2719,610.9,2.62,33.7
Frazier Park,CA,2719,201.3,2.4,33.2
Dora,AL,2718,132.7,2.72,35.9
Vassar,MI,2718,488.4,2.72,29.2
East Newark,NJ,2718,4976.2,2.49,41
Rose Hills,CA,2718,2407.9,2.58,38.5
Sunray,TX,2717,614.3,2.62,40.9
Bay Pines,FL,2717,808.5,2.42,41.8
Graceville,FL,2717,242.4,3.01,40.2
Montana City,MT,2716,30.8,2.37,35
Cajah's Mountain,NC,2715,309.3,2.57,29.3
Mascot,TN,2715,150.5,2.83,37.8
Peaceful Valley,WA,2715,418.4,2.4,47
New Town,ND,2714,362.9,2.56,39.9
Loíza,PR,2714,2029.7,2.82,36.2
Cumberland,WI,2714,252.1,2.47,31.6
Lakeview Estates,GA,2714,2061.3,2.94,33.5
Desert Aire,WA,2714,308.6,3.18,29.1
Sacaton,AZ,2713,112.8,2.89,34.4
Russell Springs,KY,2713,222.1,2.52,34.3
West Ishpeming,MI,2713,354,2.28,27.1
Belleville,WI,2712,659.1,2.45,29.6
Van,TX,2711,350,2.22,47.3
Westmoreland,TN,2711,241.2,2.83,35.5
Sandusky,MI,2711,487.6,2.52,47.4
Springdale,SC,2711,387.1,2.47,35.3
Casa Conejo,CA,2711,2219.5,2.4,32
Concordia,NJ,2710,1359.4,3.3,31.7
Waynesville,OH,2709,442.7,2.73,42.4
Highspire,PA,2709,1455.1,2.46,35.6
Channel Islands Beach,CA,2708,2474.1,2.61,35.4
Rainier,WA,2707,601.3,2.7,35.4
White Sulphur Springs,WV,2707,557.9,2.97,36.8
Cave City,KY,2707,237,2.65,31.7
Horseheads North,NY,2707,472.6,3.56,30.4
Piedra Aguza,PR,2706,1653.3,2.43,37.4
Swedesboro,NJ,2706,1428.8,2.67,36.7
Eminence,KY,2705,367.1,2.62,40.9
Louisville,GA,2704,289.1,2.65,41.4
Woodbury,TN,2704,527.9,2.65,32.8
East Lansdowne,PA,2703,7278,3.54,32.6
Fairview,OK,2703,146.3,2.58,35.7
Wisconsin Dells,WI,2703,133.1,2.97,33.1
Aberdeen Proving Ground,MD,2703,93.7,3.04,33.5
Perezville,TX,2703,1387.5,3.34,31.4
Overton,TX,2703,155.8,2.29,36.1
Allendale,SC,2702,315.2,2.29,33.6
Avilla,IN,2702,605.3,2.48,34.8
Sands Point,NY,2702,247.2,2.24,38.1
Brisas del Campanero,PR,2700,1490.6,2.73,35.7
Deep River Center,CT,2700,274.6,3.47,30.6
La Fayette,AL,2700,117.7,2.72,38.4
Graysville,AL,2700,64.9,2.48,36.1
Harrisburg,AR,2700,429.6,3.33,39.4
Elm Springs,AR,2699,175.1,2.88,35.2
Tompkinsville,KY,2699,317.3,2.8,34.5
Glen Rose,TX,2698,267.3,2.7,35.8
Davis Junction,IL,2697,247.9,2.41,34.5
Hickman,NE,2697,1168.9,3.45,28.6
Sorgho,KY,2696,219.5,3.83,30.1
Foley,MN,2695,407.5,3.42,33.7
Oakbrook Terrace,IL,2695,795.3,2.24,29
Sewaren,NJ,2695,851.7,2.33,23.5
Sheridan,IL,2694,490.5,2.82,40.7
Tilton,IL,2694,273.6,2.55,42.5
Edwards AFB,CA,2694,60.7,,70.5
Brinkley,AR,2693,182.9,4.08,31
Fulton,KY,2693,359.5,3.81,30.7
Vinton,TX,2692,379.2,2.49,35.6
Missouri Valley,IA,2692,312.8,2.67,36.9
Newtown,OH,2691,502.6,2.42,32.8
Ocean Grove,MA,2691,1570.1,2.24,44.8
Herald Harbor,MD,2690,618.7,2.33,23.5
Edgewood,FL,2689,839.1,2.89,39.9
Myrtle Point,OR,2689,646,2.5,30.7
Plumsteadville,PA,2689,435,2.85,37
Angola,NY,2688,732.6,2.82,30.7
Green Park,MO,2688,792.9,2.78,36.9
Round Lake Heights,IL,2687,1803.1,2.72,37.7
Bloomfield,IA,2687,456.2,3.15,29.7
Stigler,OK,2687,384.1,2.4,26.2
Pioneer Village,KY,2687,846.5,2.44,34.9
Bel-Ridge,MO,2687,1342.1,2.38,32.1
Pine Ridge,SC,2687,220.8,3.27,42.9
Luxemburg,WI,2686,431.7,2.68,37.9
Alderton,WA,2686,181.3,2.8,38
Palmer,TX,2685,336.3,3.22,34.6
Timberline-Fernwood,AZ,2685,105.4,2.4,32.3
Cecil-Bishop,PA,2684,373.8,2.62,39.7
Trenton,IL,2684,550.4,3.48,31.4
Alturas,CA,2683,365.3,2.52,35.3
Cohasset,MN,2683,38.5,2.45,33.6
Lake Wazeecha,WI,2682,249.4,2.92,32.3
Cannon AFB,NM,2682,176.6,2.32,37.1
Slippery Rock University,PA,2682,1880.9,2.4,35
Agua Dulce,TX,2681,132.8,2.77,40.8
Plainfield Village,CT,2681,606.6,2.82,30.7
Sissonville,WV,2680,81.1,2.3,40.8
Munsons Corners,NY,2680,466.9,2.29,33.6
Schulenburg,TX,2679,395.7,2.64,29.7
Lochsloy,WA,2679,138.6,2.73,38.3
Potala Pastillo,PR,2679,2032.3,2.54,31.7
Island Walk,FL,2679,1011,2.41,44.1
East Tawas,MI,2677,367.4,2.36,36.6
South Bloomfield,OH,2677,262.9,3.18,34.2
Jarrettsville,MD,2677,119.7,2.51,30.2
Dayton,OR,2677,1236.1,2.67,33.7
Madison,IL,2677,73.1,2.22,38.8
Grifton,NC,2676,385.2,2.65,38.1
Bells,TN,2675,435.6,2.38,31.8
Hoisington,KS,2675,890.5,3.19,39
St. Henry,OH,2675,598.7,2.81,34.8
Lomira,WI,2674,483.1,2.38,26.2
Pine Ridge at Crestwood,NJ,2674,653.5,2.06,31.5
Freer,TX,2674,250.4,2.78,43.4
Dublin,VA,2673,764.6,2.39,41
Hawarden,IA,2673,372.7,2.93,33.1
Marquette Heights,IL,2672,1059.1,2.68,36
Hartford,KY,2672,363.6,3.13,39
Jemison,AL,2671,90.9,2.47,34.7
Weatogue,CT,2671,344.2,2.29,34.5
Floydada,TX,2670,507.2,3.05,37.2
Hennessey,OK,2669,278,2.97,35.2
Pleasureville,PA,2669,754.4,2.59,32.6
Devola,OH,2669,200.7,2.12,34.1
Westport Village,CT,2668,809.2,2.13,40.3
Colonial Heights,TN,2667,269.8,4.13,35.8
Decherd,TN,2667,214.7,3.66,28.8
Stanton,TX,2667,518.7,3.52,29.4
Liberty,NC,2666,328.6,3.75,32.6
Lovettsville,VA,2666,1219.1,2.61,39.9
North Lakeport,CA,2666,271.2,3.11,36.1
Biggs,CA,2665,1150.1,2.42,40.8
East Sonora,CA,2664,420.5,2.49,36.8
Wentworth,NC,2664,72.5,3.02,35.7
Evendale,OH,2663,215.6,3.3,29.2
Red Hill,PA,2663,1540.4,2.67,41.6
LaGrange,OH,2662,540.7,3.18,34.2
Washington Park,IL,2661,402.6,2.71,39.9
St. Marys,KS,2661,871.8,3.23,30.6
Ravensworth,VA,2661,1137.3,2.44,30.7
Bagdad,AZ,2661,127.5,2.39,31.4
Hartford,AL,2660,164.7,2.92,32.3
Ocean View,DE,2660,369.9,2.41,30.7
Sutter Creek,CA,2659,380.5,2.35,47.9
Midland,PA,2658,567.3,2.08,32.8
Luyando,PR,2658,626.6,2.68,36
Portage,PA,2658,1541.7,2.44,26.5
Dennison,OH,2657,743.3,2.77,40.8
Watertown,FL,2657,414.7,2.97,35.2
Vamo,FL,2656,1315.9,2.53,39.6
Carleton,MI,2655,1034,3.37,34
Dermott,AR,2655,299.6,2.76,37.8
Wareham Center,MA,2654,633.8,2.13,35.5
Rugby,ND,2654,448.4,2.91,36.7
Bawcomville,LA,2654,323.5,2.72,29.9
Lakehurst,NJ,2653,1144.3,3.26,39.7
Franklin,MI,2653,384.6,2.15,34.7
Postville,IA,2653,494.3,3.56,39.8
Garden View,PA,2653,946.7,2.72,38.2
Woodside,PA,2653,1001,2.47,34.2
Louisa,KY,2652,456.7,2.59,43.3
Lake Caroline,VA,2652,360.8,2.71,42.3
West Newton,PA,2652,987.2,3.03,33.1
Marysville,PA,2651,438.4,2.44,34.9
Watonga,OK,2651,271.6,3.22,32.2
Cape Carteret,NC,2651,405.6,2.7,42.4
Heber-Overgaard,AZ,2651,149.2,2.57,36.3
Desert Hills,AZ,2651,237.7,2.97,33.7
Hampton Beach,NH,2650,804.1,2.48,36.1
